MCLU,TIME[Myr],Z,NB_P,EBIN
1080,94.25,0.02,0,2.772277926455307e+46
1080,94.25,0.02,1,8.330723575198074e+46
1080,51.75,0.02,0,3.5123990834028466e+48
1080,51.75,0.02,1,8.844293564144947e+46
1080,88.75,0.02,0,2.9559355594164943e+46
1080,88.75,0.02,1,8.331329832356779e+46
1080,93.5,0.02,0,2.7746978168008433e+46
1080,93.5,0.02,1,8.328062607771611e+46
1080,49.0,0.02,0,3.512652559404218e+48
1080,49.0,0.02,1,8.957471419684417e+46
1080,63.75,0.02,0,3.5247915184255506e+48
1080,63.75,0.02,1,9.047606283577381e+46
1080,97.25,0.02,0,4.1503810413689937e+46
1080,97.25,0.02,1,6.951869674223908e+46
1080,84.5,0.02,0,3.3836947264293425e+47
1080,84.5,0.02,1,8.386001791384472e+46
1080,99.25,0.02,0,4.146044407213365e+46
1080,99.25,0.02,1,6.957136654163445e+46
1080,2.75,0.02,0,1.4024000396712656e+49
1080,2.75,0.02,1,1.7061940237067634e+49
1080,22.0,0.02,0,1.9005848245407087e+49
1080,22.0,0.02,1,1.5825261429506056e+47
1080,83.75,0.02,0,3.389217122423157e+47
1080,83.75,0.02,1,8.37870014605817e+46
1080,15.5,0.02,0,1.674949917585666e+49
1080,15.5,0.02,1,1.6292969134589236e+47
1080,79.5,0.02,0,1.387735538866248e+48
1080,79.5,0.02,1,8.376659588983311e+46
1080,49.75,0.02,0,3.514804266416315e+48
1080,49.75,0.02,1,8.910601795852676e+46
1080,72.25,0.02,0,1.378465507339296e+48
1080,72.25,0.02,1,8.4910952449882e+46
1080,46.75,0.02,0,3.5111026403479925e+48
1080,46.75,0.02,1,9.12943347029614e+46
1080,12.75,0.02,0,1.6771607373986726e+49
1080,12.75,0.02,1,1.624984565541501e+47
1060,19.0,0.02,0,7.605849916071368e+48
1060,19.0,0.02,1,7.493375569771145e+46
1060,79.0,0.02,0,4.245568225997221e+46
1060,79.0,0.02,1,6.595171880941208e+46
1060,91.75,0.02,0,2.9142298632038504e+46
1060,91.75,0.02,1,6.551727531998622e+46
1060,28.5,0.02,0,4.8016076887029524e+48
1060,28.5,0.02,1,7.240454054857256e+46
1060,65.25,0.02,0,4.1500047653951916e+46
1060,65.25,0.02,1,6.705436168693315e+46
1060,36.0,0.02,0,4.875761076139613e+47
1060,36.0,0.02,1,7.093717198932893e+46
1060,23.25,0.02,0,4.802783550980249e+48
1060,23.25,0.02,1,7.41244580586357e+46
1060,2.0,0.02,0,2.794406971860958e+45
1060,2.0,0.02,1,9.295090595838817e+48
1060,70.0,0.02,0,4.1357468457878535e+46
1060,70.0,0.02,1,6.719467820443189e+46
1060,71.5,0.02,0,4.146290345521438e+46
1060,71.5,0.02,1,6.708906215427045e+46
1060,59.75,0.02,0,4.1252596340437914e+46
1060,59.75,0.02,1,6.715595640709599e+46
1060,75.5,0.02,0,4.1366417661142796e+46
1060,75.5,0.02,1,6.717865448940768e+46
1060,17.75,0.02,0,7.591785772977529e+48
1060,17.75,0.02,1,7.517781564479067e+46
1060,18.25,0.02,0,7.60794311323136e+48
1060,18.25,0.02,1,7.508058449179457e+46
1060,68.75,0.02,0,4.1447418346677265e+46
1060,68.75,0.02,1,6.710045174300629e+46
1060,29.25,0.02,0,9.05623025394854e+47
1060,29.25,0.02,1,7.161032195057698e+46
1060,53.0,0.02,0,4.1235376920781165e+46
1060,53.0,0.02,1,6.716619874590499e+46
1060,31.25,0.02,0,8.103915619393842e+47
1060,31.25,0.02,1,7.147885727945072e+46
1060,25.25,0.02,0,4.786241390789504e+48
1060,25.25,0.02,1,7.227159157659654e+46
1060,30.5,0.02,0,8.102873290501087e+47
1060,30.5,0.02,1,7.15766590876498e+46
1060,55.0,0.02,0,4.1248769732856607e+46
1060,55.0,0.02,1,6.714947383983588e+46
1060,41.5,0.02,0,8.353699561546737e+46
1060,41.5,0.02,1,6.727996931843762e+46
1060,7.5,0.02,0,9.509555921675753e+48
1060,7.5,0.02,1,8.805334588518259e+46
1060,84.25,0.02,0,3.892918185977267e+46
1060,84.25,0.02,1,6.568031377125146e+46
1060,57.75,0.02,0,4.120088596506113e+46
1060,57.75,0.02,1,6.72024159284681e+46
1060,66.75,0.02,0,4.14095799614349e+46
1060,66.75,0.02,1,6.714133870558481e+46
1060,9.5,0.02,0,7.757843355597762e+48
1060,9.5,0.02,1,8.606623658372932e+46
1060,25.75,0.02,0,4.819481603234903e+48
1060,25.75,0.02,1,7.232478731922547e+46
1060,74.75,0.02,0,4.195893724350789e+46
1060,74.75,0.02,1,6.658276114765815e+46
1060,94.0,0.02,0,2.916160169332825e+46
1060,94.0,0.02,1,6.549020439472463e+46
1060,74.25,0.02,0,4.1836567280798884e+46
1060,74.25,0.02,1,6.671254612913726e+46
1060,4.0,0.02,0,9.167751722888582e+48
1060,4.0,0.02,1,9.127336539442497e+46
1060,70.75,0.02,0,4.1494807050481253e+46
1060,70.75,0.02,1,6.705507014291775e+46
1060,60.5,0.02,0,4.12525258613951e+46
1060,60.5,0.02,1,6.715259462223229e+46
1060,81.75,0.02,0,4.2799779172511883e+46
1060,81.75,0.02,1,6.554653659922449e+46
1060,98.75,0.02,0,2.9141615431623793e+46
1060,98.75,0.02,1,6.55005473141239e+46
1060,91.25,0.02,0,2.9294170196333026e+46
1060,91.25,0.02,1,6.536404404224116e+46
1060,36.75,0.02,0,4.864537931802117e+47
1060,36.75,0.02,1,7.08548438538516e+46
1060,52.5,0.02,0,4.122492617642286e+46
1060,52.5,0.02,1,6.717146371671326e+46
1060,87.75,0.02,0,2.9304794488951913e+46
1060,87.75,0.02,1,6.534418580101036e+46
1060,22.5,0.02,0,4.803359809298782e+48
1060,22.5,0.02,1,7.48440487638465e+46
1060,67.25,0.02,0,4.131628106064245e+46
1060,67.25,0.02,1,6.723394358704768e+46
1060,35.25,0.02,0,8.068885889006756e+47
1060,35.25,0.02,1,7.167039507042884e+46
1060,45.5,0.02,0,8.35649060367103e+46
1060,45.5,0.02,1,6.717918748036897e+46
1060,66.0,0.02,0,4.136043921146938e+46
1060,66.0,0.02,1,6.719557610985967e+46
1060,78.25,0.02,0,4.174355192055801e+46
1060,78.25,0.02,1,6.669015716736984e+46
1060,54.5,0.02,0,4.1165487607297843e+46
1060,54.5,0.02,1,6.723106852192767e+46
1060,10.25,0.02,0,7.755417471977698e+48
1060,10.25,0.02,1,8.760251046969732e+46
1060,8.25,0.02,0,5.566097168666795e+48
1060,8.25,0.02,1,8.830963422157522e+46
1060,4.75,0.02,0,6.269962309682622e+48
1060,4.75,0.02,1,9.115538599961031e+46
1060,5.5,0.02,0,4.906340559860895e+48
1060,5.5,0.02,1,8.937109132599245e+46
1060,63.25,0.02,0,4.1327677832831956e+46
1060,63.25,0.02,1,6.723155787571544e+46
1060,96.0,0.02,0,2.928698506294606e+46
1060,96.0,0.02,1,6.536020714352807e+46
1060,88.5,0.02,0,2.934183160796414e+46
1060,88.5,0.02,1,6.530954199978995e+46
1060,55.75,0.02,0,4.1298305391051817e+46
1060,55.75,0.02,1,6.710704415154249e+46
1060,46.25,0.02,0,8.322210676477679e+46
1060,46.25,0.02,1,6.731083064133975e+46
1060,57.25,0.02,0,4.1212073086813637e+46
1060,57.25,0.02,1,6.718113701565818e+46
1060,73.5,0.02,0,4.188986602834077e+46
1060,73.5,0.02,1,6.666265546439634e+46
1060,1.25,0.02,0,2.9588759131229665e+46
1060,1.25,0.02,1,9.278754603295764e+48
1060,85.75,0.02,0,3.8657968412282894e+46
1060,85.75,0.02,1,6.592253263874044e+46
1060,59.25,0.02,0,4.1281822967291697e+46
1060,59.25,0.02,1,6.71153109794144e+46
1060,26.5,0.02,0,4.814806073146465e+48
1060,26.5,0.02,1,7.241242255794502e+46
1060,51.0,0.02,0,8.206918898522082e+46
1060,51.0,0.02,1,6.707749493726207e+46
1060,37.5,0.02,0,4.8495421614778846e+47
1060,37.5,0.02,1,7.056349325171779e+46
1060,0.0,0.02,1,1.7421423547401084e+49
1060,44.25,0.02,0,8.339140205339532e+46
1060,44.25,0.02,1,6.73526887930914e+46
1060,11.0,0.02,0,1.5379109673271172e+49
1060,11.0,0.02,1,8.764221017665208e+46
1060,42.75,0.02,0,8.360833250633362e+46
1060,42.75,0.02,1,6.7168250117878e+46
1060,48.25,0.02,0,8.250144925334888e+46
1060,48.25,0.02,1,6.723297656556156e+46
1060,72.0,0.02,0,4.1905353396181673e+46
1060,72.0,0.02,1,6.664525478670259e+46
1060,58.5,0.02,0,4.1208027374786504e+46
1060,58.5,0.02,1,6.719648183575919e+46
1060,13.0,0.02,0,1.5365972642720217e+49
1060,13.0,0.02,1,8.616194513555495e+46
1060,83.75,0.02,0,3.9007443129661677e+46
1060,83.75,0.02,1,6.560829189760035e+46
1060,53.75,0.02,0,4.131546141795179e+46
1060,53.75,0.02,1,6.708632930353623e+46
1060,14.25,0.02,0,7.75155028646748e+48
1060,14.25,0.02,1,8.60706769502839e+46
1060,40.75,0.02,0,8.354525878155296e+46
1060,40.75,0.02,1,6.731774552513866e+46
1060,64.75,0.02,0,4.142426681993881e+46
1060,64.75,0.02,1,6.712260816095048e+46
1060,6.75,0.02,0,6.190680574777722e+48
1060,6.75,0.02,1,8.826257356747237e+46
1060,39.5,0.02,0,2.07550256292533e+47
1060,39.5,0.02,1,6.725499036165288e+46
1060,20.5,0.02,0,4.4948224844817635e+48
1060,20.5,0.02,1,7.499822384729382e+46
1060,21.75,0.02,0,4.805116492727112e+48
1060,21.75,0.02,1,7.468422354995337e+46
1060,68.0,0.02,0,4.147694744546303e+46
1060,68.0,0.02,1,6.706871984059052e+46
1060,34.0,0.02,0,8.081844109116634e+47
1060,34.0,0.02,1,7.150829940103491e+46
1060,77.5,0.02,0,4.171681440669421e+46
1060,77.5,0.02,1,6.673323224581305e+46
1060,40.25,0.02,0,8.357647644129976e+46
1060,40.25,0.02,1,6.728458958768753e+46
1060,97.25,0.02,0,2.915189570509514e+46
1060,97.25,0.02,1,6.548924023467063e+46
1060,56.5,0.02,0,4.119355600607899e+46
1060,56.5,0.02,1,6.720777322367525e+46
1060,49.0,0.02,0,8.241408392509844e+46
1060,49.0,0.02,1,6.718700116883407e+46
1060,24.5,0.02,0,4.8037943849027686e+48
1060,24.5,0.02,1,7.415818936714911e+46
1060,28.0,0.02,0,4.799002259145409e+48
1060,28.0,0.02,1,7.234070628320257e+46
1060,64.0,0.02,0,4.137362746782376e+46
1060,64.0,0.02,1,6.718705245779653e+46
1060,0.75,0.02,0,3.3994805732539405e+46
1060,0.75,0.02,1,8.996625790993609e+48
1060,38.0,0.02,0,2.091056633228256e+47
1060,38.0,0.02,1,6.724954633223302e+46
1060,11.5,0.02,0,1.537917085157983e+49
1060,11.5,0.02,1,8.767747831206763e+46
1060,62.0,0.02,0,4.12270706405634e+46
1060,62.0,0.02,1,6.716391170048198e+46
1060,96.5,0.02,0,2.917790042681294e+46
1060,96.5,0.02,1,6.546595265554699e+46
1060,79.5,0.02,0,4.282504928323089e+46
1060,79.5,0.02,1,6.557112463002948e+46
1060,17.0,0.02,0,7.601604341779637e+48
1060,17.0,0.02,1,8.51496349485555e+46
1060,13.5,0.02,0,7.750762797973424e+48
1060,13.5,0.02,1,8.77870414628078e+46
1060,27.25,0.02,0,4.798412204815908e+48
1060,27.25,0.02,1,7.232423591450916e+46
1060,32.0,0.02,0,8.099577205787228e+47
1060,32.0,0.02,1,7.162064602583391e+46
1060,83.0,0.02,0,3.880507889479283e+46
1060,83.0,0.02,1,6.581640474440079e+46
1060,87.0,0.02,0,3.8766198878297806e+46
1060,87.0,0.02,1,6.534563351663889e+46
1060,89.0,0.02,0,2.9302406623974935e+46
1060,89.0,0.02,1,6.535133308172947e+46
1060,43.5,0.02,0,8.021376608903239e+46
1060,43.5,0.02,1,7.056684071417538e+46
1060,38.75,0.02,0,2.052601654647703e+47
1060,38.75,0.02,1,7.054370711097034e+46
1060,86.5,0.02,0,3.904731646499268e+46
1060,86.5,0.02,1,6.535439679035891e+46
1060,50.25,0.02,0,8.212157388873586e+46
1060,50.25,0.02,1,6.721211367398787e+46
1060,30.0,0.02,0,9.032365785894808e+47
1060,30.0,0.02,1,7.157860217828319e+46
1060,76.75,0.02,0,4.175798115160276e+46
1060,76.75,0.02,1,6.673342186620012e+46
1060,62.5,0.02,0,4.1143418924875166e+46
1060,62.5,0.02,1,6.743974927379994e+46
1060,32.75,0.02,0,8.094571964762423e+47
1060,32.75,0.02,1,7.149200674952724e+46
1060,8.75,0.02,0,8.421381024017447e+48
1060,8.75,0.02,1,8.752968344417276e+46
1060,82.25,0.02,0,4.229359050486683e+46
1060,82.25,0.02,1,6.594796179462281e+46
1060,23.75,0.02,0,4.8064427564865344e+48
1060,23.75,0.02,1,7.236152265912987e+46
1060,3.5,0.02,0,6.998195502206135e+48
1060,3.5,0.02,1,8.867395908008464e+47
1060,92.5,0.02,0,2.9275395464375753e+46
1060,92.5,0.02,1,6.53840712838662e+46
1060,100.0,0.02,0,2.917753093287235e+46
1060,100.0,0.02,1,6.425590342742711e+46
1060,34.75,0.02,0,8.076111778458066e+47
1060,34.75,0.02,1,7.157265124290215e+46
1060,6.0,0.02,0,6.233418374115807e+48
1060,6.0,0.02,1,8.951505909638506e+46
1060,33.25,0.02,0,8.084475793435161e+47
1060,33.25,0.02,1,7.144032060998349e+46
1060,42.25,0.02,0,8.358979274402063e+46
1060,42.25,0.02,1,6.722771217831163e+46
1060,94.5,0.02,0,2.919046710804937e+46
1060,94.5,0.02,1,6.545856162408771e+46
1060,16.25,0.02,0,7.596835222024979e+48
1060,16.25,0.02,1,8.521876810266327e+46
1060,51.75,0.02,0,8.171065849624638e+46
1060,51.75,0.02,1,6.720973862950114e+46
1060,72.75,0.02,0,4.199548985988544e+46
1060,72.75,0.02,1,6.656995685062345e+46
1060,15.75,0.02,0,7.636483342559262e+48
1060,15.75,0.02,1,8.522845804025015e+46
1060,19.75,0.02,0,4.8161272024890046e+48
1060,19.75,0.02,1,7.492076679635386e+46
1060,90.5,0.02,0,2.920306073772448e+46
1060,90.5,0.02,1,6.545360331958039e+46
1060,49.75,0.02,0,8.216425364115848e+46
1060,49.75,0.02,1,6.72829864172218e+46
1060,85.0,0.02,0,3.9110022458581713e+46
1060,85.0,0.02,1,6.548351027774552e+46
1060,89.75,0.02,0,2.9156271585531926e+46
1060,89.75,0.02,1,6.549909013820243e+46
1060,47.0,0.02,0,8.293200938424491e+46
1060,47.0,0.02,1,6.721154449002435e+46
1060,61.25,0.02,0,4.118737060383906e+46
1060,61.25,0.02,1,6.721763508339455e+46
1060,93.25,0.02,0,2.92547322223911e+46
1060,93.25,0.02,1,6.540247800387898e+46
1060,81.0,0.02,0,4.245473620404013e+46
1060,81.0,0.02,1,6.590628026391786e+46
1060,98.0,0.02,0,2.9257931079408865e+46
1060,98.0,0.02,1,6.538337657921296e+46
1060,95.25,0.02,0,2.927207410520805e+46
1060,95.25,0.02,1,6.537684279884631e+46
1060,2.75,0.02,0,2.942052205261529e+48
1060,2.75,0.02,1,4.944813793353421e+48
1060,99.25,0.02,0,2.930331310075066e+46
1060,99.25,0.02,1,6.533075131435249e+46
1060,21.0,0.02,0,4.8052505557598956e+48
1060,21.0,0.02,1,7.469507182434298e+46
1060,80.25,0.02,0,4.2856904066168327e+46
1060,80.25,0.02,1,6.552077538791915e+46
1060,15.0,0.02,0,7.659512557736238e+48
1060,15.0,0.02,1,8.505514357619872e+46
1060,76.25,0.02,0,4.1372273199598425e+46
1060,76.25,0.02,1,6.71597642302717e+46
1060,47.5,0.02,0,8.273908763687196e+46
1060,47.5,0.02,1,6.722082196870774e+46
1060,69.5,0.02,0,4.154068454848343e+46
1060,69.5,0.02,1,6.700880806588371e+46
1060,45.0,0.02,0,8.354937374221712e+46
1060,45.0,0.02,1,6.71944010304349e+46
1060,12.25,0.02,0,1.536131132667841e+49
1060,12.25,0.02,1,8.624658727183731e+46
1096,18.25,0.02,0,8.903091824822071e+48
1096,18.25,0.02,1,1.7716366822892853e+47
1096,75.75,0.02,0,6.560042153039359e+46
1096,75.75,0.02,1,1.3029402080365203e+47
1096,88.25,0.02,0,6.721619740337454e+46
1096,88.25,0.02,1,1.2636822202890967e+47
1096,27.5,0.02,0,4.917680233999239e+48
1096,27.5,0.02,1,1.766627519326803e+47
1096,62.75,0.02,0,1.822877732425432e+48
1096,62.75,0.02,1,1.3032640602443458e+47
1096,34.75,0.02,0,3.119860058355202e+48
1096,34.75,0.02,1,1.7556064198217977e+47
1096,22.25,0.02,0,1.0702302547416403e+49
1096,22.25,0.02,1,1.7689392337997955e+47
1096,2.0,0.02,0,1.9093792162971458e+45
1096,2.0,0.02,1,5.966657907764059e+49
1096,67.25,0.02,0,6.680084306167156e+46
1096,67.25,0.02,1,1.3031777606391932e+47
1096,68.75,0.02,0,6.691458598691977e+46
1096,68.75,0.02,1,1.302210745223467e+47
1096,57.5,0.02,0,2.9584381351708783e+47
1096,57.5,0.02,1,1.303493639565452e+47
1096,72.5,0.02,0,6.564244003625349e+46
1096,72.5,0.02,1,1.302177443007412e+47
1096,17.0,0.02,0,1.103492328702696e+49
1096,17.0,0.02,1,1.2801200633731719e+47
1096,17.75,0.02,0,1.1905568560530277e+49
1096,17.75,0.02,1,1.280083629899143e+47
1096,66.0,0.02,0,6.671073478364985e+46
1096,66.0,0.02,1,1.3039534366705557e+47
1096,28.0,0.02,0,4.9132496460703816e+48
1096,28.0,0.02,1,1.757580881783576e+47
1096,51.0,0.02,0,1.0174366759780763e+48
1096,51.0,0.02,1,1.3084438326538016e+47
1096,30.0,0.02,0,3.147727307716062e+48
1096,30.0,0.02,1,1.7559885532481766e+47
1096,24.25,0.02,0,5.7369388798157754e+48
1096,24.25,0.02,1,1.7673812729423624e+47
1096,29.5,0.02,0,3.14774391360137e+48
1096,29.5,0.02,1,1.7553975186589523e+47
1096,53.0,0.02,0,2.961738753691659e+47
1096,53.0,0.02,1,1.3029829184412263e+47
1096,39.75,0.02,0,3.143929716970993e+48
1096,39.75,0.02,1,1.3121910370182118e+47
1096,7.25,0.02,0,1.1765180106994123e+49
1096,7.25,0.02,1,1.3475739258016756e+47
1096,98.75,0.02,0,1.163836130830632e+47
1096,98.75,0.02,1,7.735649681752528e+46
1096,81.0,0.02,0,6.615344909761145e+46
1096,81.0,0.02,1,1.2728624929604659e+47
1096,55.5,0.02,0,2.9613736649874027e+47
1096,55.5,0.02,1,1.301976646605454e+47
1096,64.0,0.02,0,6.700463881591664e+46
1096,64.0,0.02,1,1.3024940369753143e+47
1096,9.25,0.02,0,1.1775645927405375e+49
1096,9.25,0.02,1,1.3483960197069158e+47
1096,24.75,0.02,0,5.73355248414786e+48
1096,24.75,0.02,1,1.767243113007318e+47
1096,72.0,0.02,0,6.563416135799424e+46
1096,72.0,0.02,1,1.3021980820502859e+47
1096,90.25,0.02,0,6.723470949739363e+46
1096,90.25,0.02,1,1.2636743620399589e+47
1096,71.25,0.02,0,6.55460219813994e+46
1096,71.25,0.02,1,1.30302240744969e+47
1096,4.0,0.02,0,1.1962482281038172e+49
1096,4.0,0.02,1,1.953985869016055e+47
1096,68.0,0.02,0,6.680583013699862e+46
1096,68.0,0.02,1,1.303257501734139e+47
1096,58.25,0.02,0,2.958240666382172e+47
1096,58.25,0.02,1,1.3037410823184941e+47
1096,78.5,0.02,0,6.620392419618717e+46
1096,78.5,0.02,1,1.286928472061965e+47
1096,94.75,0.02,0,1.1635126075560056e+47
1096,94.75,0.02,1,7.731930477738722e+46
1096,87.5,0.02,0,6.713543918220096e+46
1096,87.5,0.02,1,1.2643809386995174e+47
1096,35.25,0.02,0,3.1186792491339845e+48
1096,35.25,0.02,1,1.7555819811889568e+47
1096,50.25,0.02,0,1.01641915193711e+48
1096,50.25,0.02,1,1.3080925459745053e+47
1096,98.0,0.02,0,1.1646049239352158e+47
1096,98.0,0.02,1,7.726736854696103e+46
1096,84.25,0.02,0,6.714571523460682e+46
1096,84.25,0.02,1,1.2638281936288935e+47
1096,21.5,0.02,0,1.0793481063444275e+49
1096,21.5,0.02,1,1.7686706683399095e+47
1096,64.75,0.02,0,6.675994436215378e+46
1096,64.75,0.02,1,1.3033125530524804e+47
1096,34.0,0.02,0,3.1309367562691173e+48
1096,34.0,0.02,1,1.7557289507181755e+47
1096,43.75,0.02,0,1.0186735940184093e+48
1096,43.75,0.02,1,1.3103180143744187e+47
1096,63.5,0.02,0,6.690558606665945e+46
1096,63.5,0.02,1,1.303521663036358e+47
1096,75.25,0.02,0,6.567720997920542e+46
1096,75.25,0.02,1,1.3021012248170895e+47
1096,52.25,0.02,0,1.0178950533852522e+48
1096,52.25,0.02,1,1.302354577816852e+47
1096,9.75,0.02,0,1.1787466653271244e+49
1096,9.75,0.02,1,1.3474691744685183e+47
1096,7.75,0.02,0,1.1766537503569683e+49
1096,7.75,0.02,1,1.3459058293478076e+47
1096,4.5,0.02,0,1.1935937058426302e+49
1096,4.5,0.02,1,1.954802754865435e+47
1096,5.25,0.02,0,1.1065001936200768e+49
1096,5.25,0.02,1,1.9390577677985537e+47
1096,60.75,0.02,0,2.0510619547215938e+48
1096,60.75,0.02,1,1.3038099750632108e+47
1096,92.25,0.02,0,6.72523034227851e+46
1096,92.25,0.02,1,1.2638400827315658e+47
1096,85.0,0.02,0,6.705422430392124e+46
1096,85.0,0.02,1,1.2648477998604183e+47
1096,53.5,0.02,0,2.9628230244819272e+47
1096,53.5,0.02,1,1.3019640930682118e+47
1096,44.5,0.02,0,1.0186520715648607e+48
1096,44.5,0.02,1,1.3105717623538997e+47
1096,55.0,0.02,0,2.960671499779061e+47
1096,55.0,0.02,1,1.3026336084912462e+47
1096,70.5,0.02,0,6.544146078744558e+46
1096,70.5,0.02,1,1.3040083501189193e+47
1096,1.25,0.02,0,2.7221541970780286e+45
1096,1.25,0.02,1,6.046859383364216e+49
1096,82.25,0.02,0,6.609336893514551e+46
1096,82.25,0.02,1,1.2737366166001374e+47
1096,56.75,0.02,0,2.9606528455263233e+47
1096,56.75,0.02,1,1.3027321088296676e+47
1096,25.5,0.02,0,5.733181391520491e+48
1096,25.5,0.02,1,1.765829277899742e+47
1096,49.0,0.02,0,1.0169412046956768e+48
1096,49.0,0.02,1,1.308614764222108e+47
1096,36.0,0.02,0,3.118640274543171e+48
1096,36.0,0.02,1,1.7559874024176183e+47
1096,0.0,0.02,1,6.274657272486551e+49
1096,42.5,0.02,0,1.0187123493260488e+48
1096,42.5,0.02,1,1.3110103672530577e+47
1096,10.5,0.02,0,1.1786479824923418e+49
1096,10.5,0.02,1,1.3469011640823144e+47
1096,41.25,0.02,0,1.0192998118006291e+48
1096,41.25,0.02,1,1.3108266396229179e+47
1096,46.5,0.02,0,1.0177840801450433e+48
1096,46.5,0.02,1,1.309205728483248e+47
1096,69.25,0.02,0,6.68682604679836e+46
1096,69.25,0.02,1,1.3024520406357281e+47
1096,56.25,0.02,0,2.960522658474905e+47
1096,56.25,0.02,1,1.3028454632053461e+47
1096,12.5,0.02,0,1.181359125736801e+49
1096,12.5,0.02,1,1.3464399878149249e+47
1096,80.5,0.02,0,6.614780711743454e+46
1096,80.5,0.02,1,1.2728100549235535e+47
1096,51.75,0.02,0,1.017999538742066e+48
1096,51.75,0.02,1,1.302840462224044e+47
1096,13.75,0.02,0,1.0973070601756153e+49
1096,13.75,0.02,1,1.298162744580112e+47
1096,39.25,0.02,0,3.145297482432416e+48
1096,39.25,0.02,1,1.312487087670922e+47
1096,100.0,0.02,0,1.1644824034593503e+47
1096,100.0,0.02,1,7.73278246389141e+46
1096,62.0,0.02,0,1.822939581987026e+48
1096,62.0,0.02,1,1.30272320029185e+47
1096,6.5,0.02,0,1.1764515232223685e+49
1096,6.5,0.02,1,1.3455214611932079e+47
1096,38.0,0.02,0,3.145264551378143e+48
1096,38.0,0.02,1,1.312715960665086e+47
1096,19.5,0.02,0,1.0919553568033851e+49
1096,19.5,0.02,1,1.77213436579413e+47
1096,96.75,0.02,0,1.1644996611213297e+47
1096,96.75,0.02,1,7.725268056202658e+46
1096,21.0,0.02,0,1.0831380861197721e+49
1096,21.0,0.02,1,1.7694406467126222e+47
1096,65.25,0.02,0,6.696554074000266e+46
1096,65.25,0.02,1,1.3022899128566353e+47
1096,32.75,0.02,0,3.131013418101125e+48
1096,32.75,0.02,1,1.7558055746361694e+47
1096,74.5,0.02,0,6.609110695889864e+46
1096,74.5,0.02,1,1.2978934766260777e+47
1096,38.5,0.02,0,3.1444473188700236e+48
1096,38.5,0.02,1,1.3121467630403582e+47
1096,93.5,0.02,0,1.1642005077653244e+47
1096,93.5,0.02,1,7.723199798883014e+46
1096,54.25,0.02,0,2.9617219866015527e+47
1096,54.25,0.02,1,1.3031114061391438e+47
1096,47.0,0.02,0,1.0177494223582304e+48
1096,47.0,0.02,1,1.3085509139127346e+47
1096,23.5,0.02,0,5.740960847979864e+48
1096,23.5,0.02,1,1.7660302247708218e+47
1096,26.75,0.02,0,4.9176958867359615e+48
1096,26.75,0.02,1,1.7669652862837184e+47
1096,61.5,0.02,0,1.8228977663389546e+48
1096,61.5,0.02,1,1.3031564119604093e+47
1096,0.75,0.02,0,3.079590730361156e+45
1096,0.75,0.02,1,6.149196978363366e+49
1096,36.5,0.02,0,3.151717039138579e+48
1096,36.5,0.02,1,1.3145185857407271e+47
1096,11.0,0.02,0,1.1799316265307095e+49
1096,11.0,0.02,1,1.3480969198969002e+47
1096,59.5,0.02,0,2.0519636932253978e+48
1096,59.5,0.02,1,1.302819968576589e+47
1096,92.75,0.02,0,6.726659341469041e+46
1096,92.75,0.02,1,1.2637778953999744e+47
1096,76.5,0.02,0,6.563813682600992e+46
1096,76.5,0.02,1,1.3026383459966765e+47
1096,16.25,0.02,0,1.102481710223598e+49
1096,16.25,0.02,1,1.2804115423551044e+47
1096,13.0,0.02,0,1.0975627812092928e+49
1096,13.0,0.02,1,1.2969027179716098e+47
1096,26.25,0.02,0,4.919609170628016e+48
1096,26.25,0.02,1,1.7567403756801862e+47
1096,30.75,0.02,0,3.14033656786585e+48
1096,30.75,0.02,1,1.7557354719331314e+47
1096,79.75,0.02,0,6.605165315776809e+46
1096,79.75,0.02,1,1.2876584314615977e+47
1096,83.75,0.02,0,6.710460030424507e+46
1096,83.75,0.02,1,1.2641173998018116e+47
1096,85.5,0.02,0,6.719756918805119e+46
1096,85.5,0.02,1,1.2635078756539573e+47
1096,41.75,0.02,0,1.0193569039114109e+48
1096,41.75,0.02,1,1.3103004379696584e+47
1096,37.25,0.02,0,3.151522165699112e+48
1096,37.25,0.02,1,1.3117824796947025e+47
1096,83.0,0.02,0,6.62686144320141e+46
1096,83.0,0.02,1,1.2723402587914496e+47
1096,48.25,0.02,0,1.0171516650198862e+48
1096,48.25,0.02,1,1.3078953170029436e+47
1096,28.75,0.02,0,3.1478389829711656e+48
1096,28.75,0.02,1,1.7573569290903895e+47
1096,73.75,0.02,0,6.567253681097692e+46
1096,73.75,0.02,1,1.302001717645872e+47
1096,60.25,0.02,0,2.052026339052726e+48
1096,60.25,0.02,1,1.3022512579072476e+47
1096,31.25,0.02,0,3.140284636141467e+48
1096,31.25,0.02,1,1.756261933528753e+47
1096,8.5,0.02,0,1.1770177042893766e+49
1096,8.5,0.02,1,1.3481186688839325e+47
1096,79.0,0.02,0,6.626246433093634e+46
1096,79.0,0.02,1,1.286336229791331e+47
1096,23.0,0.02,0,5.741600038808049e+48
1096,23.0,0.02,1,1.7676127929463222e+47
1096,3.25,0.02,0,1.1980329774550453e+49
1096,3.25,0.02,1,1.9033257549575753e+47
1096,89.0,0.02,0,6.708631857632321e+46
1096,89.0,0.02,1,1.2650436022345404e+47
1096,96.0,0.02,0,1.1646064525321247e+47
1096,96.0,0.02,1,7.723112041210247e+46
